,slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,year,min_year,exp,player,allstar,salary
2436,stackje01,Jerry Stackhouse,CENTER,35,BROOKLYN_NETS,42,855,11.1,0.517,0.411,0.218,2.4,11.3,6.6,13.4,1.3,0.8,16.0,21.9,-0.3,1.1,0.9,0.048,-1.8,-0.4,-2.2,0.0,2010,2009,1,0,0,668598.0
2437,stackje01,Jerry Stackhouse,POINT_GUARD,36,DALLAS_MAVERICKS,7,50,6.0,0.398,0.333,0.583,2.5,13.4,8.3,8.5,0.0,3.1,11.7,16.0,-0.1,0.1,0.0,0.005,-5.9,-0.7,-6.6,-0.1,2011,2009,2,0,0,222712.0
2438,stackje01,Jerry Stackhouse,POINT_GUARD,37,GOLDEN_STATE_WARRIORS,30,273,11.5,0.49,0.38,0.23,2.6,7.2,4.9,8.3,1.9,0.8,10.6,21.2,0.0,0.3,0.3,0.06,-2.3,-2.0,-4.2,-0.2,2012,2009,3,0,0,1352181.0
2439,stackje01,Jerry Stackhouse,POWER_FORWARD,38,LOS_ANGELES_CLIPPERS,37,544,8.5,0.5,0.517,0.134,1.1,6.1,3.6,10.4,0.7,0.6,11.6,17.5,0.2,0.2,0.4,0.037,-1.4,-2.7,-4.1,-0.3,2013,2009,4,0,0,1352181.0
2440,stevede01,DeShawn Stevenson,CENTER,28,BROOKLYN_NETS,40,616,3.3,0.382,0.602,0.243,1.3,11.0,6.1,10.0,0.9,0.6,17.4,10.2,-0.6,0.3,-0.3,-0.025,-4.4,-0.4,-4.8,-0.4,2010,2009,1,0,0,3886928.0
2441,stevede01,DeShawn Stevenson,CENTER,28,BROOKLYN_NETS,24,267,3.2,0.38,0.417,0.167,1.7,9.3,5.6,6.2,1.0,0.3,8.5,12.1,-0.3,0.2,-0.1,-0.015,-4.8,-0.8,-5.6,-0.2,2010,2009,1,0,0,3886928.0
2442,stevede01,DeShawn Stevenson,POINT_GUARD,29,DALLAS_MAVERICKS,72,1158,9.8,0.549,0.755,0.13,2.1,8.4,5.4,10.0,1.0,0.3,11.2,15.9,0.8,1.0,1.8,0.074,0.6,-0.8,-0.3,0.5,2011,2009,2,0,0,4151786.0
2443,stevede01,DeShawn Stevenson,POINT_GUARD,30,GOLDEN_STATE_WARRIORS,51,960,4.3,0.413,0.843,0.093,0.8,11.7,6.1,6.5,1.1,0.3,9.6,9.4,-0.3,0.1,-0.3,-0.014,-3.1,-1.4,-4.5,-0.6,2012,2009,3,0,0,2500000.0
2444,stevede01,DeShawn Stevenson,POWER_FORWARD,31,LOS_ANGELES_CLIPPERS,56,1158,8.1,0.522,0.798,0.088,1.8,10.1,6.0,6.5,1.3,0.4,7.8,11.8,0.5,0.9,1.5,0.061,-0.9,-0.6,-1.5,0.1,2013,2009,4,0,0,2240450.0
2445,stojape01,Peja Stojaković,CENTER,32,BROOKLYN_NETS,62,1947,12.4,0.533,0.512,0.156,2.3,11.5,6.8,7.2,1.3,0.2,7.1,18.6,1.9,0.9,2.7,0.067,0.7,-1.6,-1.0,0.5,2010,2009,1,0,0,13392000.0
2446,stojape01,Peja Stojaković,POINT_GUARD,33,DALLAS_MAVERICKS,6,89,16.7,0.624,0.758,0.212,0.0,8.3,4.1,11.5,1.2,0.0,10.0,21.5,0.2,0.1,0.3,0.144,3.4,-3.4,-0.1,0.0,2011,2009,2,0,0,14896000.0
2447,stojape01,Peja Stojaković,POINT_GUARD,33,DALLAS_MAVERICKS,6,89,16.7,0.624,0.758,0.212,0.0,8.3,4.1,11.5,1.2,0.0,10.0,21.5,0.2,0.1,0.3,0.144,3.4,-3.4,-0.1,0.0,2011,2009,2,0,0,636320.0
2448,stojape01,Peja Stojaković,POINT_GUARD,33,DALLAS_MAVERICKS,2,22,34.0,0.919,0.6,0.2,0.0,16.6,8.1,9.5,0.0,0.0,15.5,26.2,0.1,0.0,0.1,0.242,10.6,-6.3,4.3,0.0,2011,2009,2,0,0,14896000.0
2449,stojape01,Peja Stojaković,POINT_GUARD,33,DALLAS_MAVERICKS,2,22,34.0,0.919,0.6,0.2,0.0,16.6,8.1,9.5,0.0,0.0,15.5,26.2,0.1,0.0,0.1,0.242,10.6,-6.3,4.3,0.0,2011,2009,2,0,0,636320.0
2450,stojape01,Peja Stojaković,POINT_GUARD,33,DALLAS_MAVERICKS,25,506,14.1,0.563,0.571,0.087,3.4,11.6,7.6,7.0,1.1,0.3,5.4,18.7,0.7,0.5,1.2,0.118,1.7,-1.1,0.6,0.3,2011,2009,2,0,0,14896000.0
2451,stojape01,Peja Stojaković,POINT_GUARD,33,DALLAS_MAVERICKS,25,506,14.1,0.563,0.571,0.087,3.4,11.6,7.6,7.0,1.1,0.3,5.4,18.7,0.7,0.5,1.2,0.118,1.7,-1.1,0.6,0.3,2011,2009,2,0,0,636320.0
2452,stoudam01,Amar'e Stoudemire,CENTER,27,BROOKLYN_NETS,82,2838,22.6,0.615,0.005,0.5,9.7,18.9,14.5,4.8,0.9,2.1,12.1,27.3,8.2,2.5,10.7,0.181,1.6,-1.3,0.3,1.6,2010,2009,1,0,0,16378325.0
2453,stoudam01,Amar'e Stoudemire,POINT_GUARD,28,DALLAS_MAVERICKS,78,2870,22.7,0.565,0.016,0.403,7.8,17.6,12.7,13.2,1.2,3.8,12.5,30.9,5.4,2.6,8.0,0.134,0.8,-0.1,0.7,1.9,2011,2009,2,0,0,16486611.0
2454,stoudam01,Amar'e Stoudemire,POINT_GUARD,29,GOLDEN_STATE_WARRIORS,47,1543,17.7,0.541,0.032,0.372,7.9,19.8,13.7,6.3,1.3,2.3,12.8,25.4,1.8,2.3,4.1,0.128,-1.5,0.1,-1.4,0.2,2012,2009,3,0,0,18217705.0
2455,stoudam01,Amar'e Stoudemire,POWER_FORWARD,30,LOS_ANGELES_CLIPPERS,29,682,22.1,0.637,0.0,0.487,10.0,15.1,12.4,3.6,0.8,2.7,13.4,25.7,2.1,0.6,2.7,0.191,0.6,-2.0,-1.4,0.1,2013,2009,4,0,0,19948799.0
2456,stoudam01,Amar'e Stoudemire,POWER_FORWARD,31,MILWAUKEE_BUCKS,65,1466,18.8,0.596,0.0,0.364,8.7,17.2,12.8,4.2,0.8,2.2,12.3,23.4,2.9,0.9,3.8,0.124,-0.8,-2.3,-3.1,-0.4,2014,2009,5,0,0,21679893.0
2457,stoudam01,Amar'e Stoudemire,SHOOTING_GUARD,32,NEW_YORK_KNICKS,36,865,19.5,0.589,0.01,0.408,10.8,22.3,16.4,8.1,1.2,3.3,14.7,22.9,1.5,0.7,2.2,0.12,-0.6,-0.5,-1.1,0.2,2015,2009,6,0,0,23410988.0
2458,stoudam01,Amar'e Stoudemire,SHOOTING_GUARD,32,NEW_YORK_KNICKS,36,865,19.5,0.589,0.01,0.408,10.8,22.3,16.4,8.1,1.2,3.3,14.7,22.9,1.5,0.7,2.2,0.12,-0.6,-0.5,-1.1,0.2,2015,2009,6,0,0,485670.0
2459,stoudam01,Amar'e Stoudemire,SHOOTING_GUARD,32,NEW_YORK_KNICKS,23,380,22.3,0.605,0.006,0.33,7.8,16.5,12.1,3.9,1.2,0.9,6.8,25.8,1.1,0.3,1.4,0.181,0.8,-3.1,-2.2,0.0,2015,2009,6,0,0,23410988.0
2460,stoudam01,Amar'e Stoudemire,SHOOTING_GUARD,32,NEW_YORK_KNICKS,23,380,22.3,0.605,0.006,0.33,7.8,16.5,12.1,3.9,1.2,0.9,6.8,25.8,1.1,0.3,1.4,0.181,0.8,-3.1,-2.2,0.0,2015,2009,6,0,0,485670.0
2461,stoudam01,Amar'e Stoudemire,SHOOTING_GUARD,33,PHILADELPHIA_76ERS,52,762,17.3,0.599,0.0,0.303,10.0,22.6,16.5,5.6,1.2,4.1,15.8,17.8,1.1,1.3,2.4,0.15,-1.7,1.4,-0.4,0.3,2016,2009,7,0,0,1499187.0
2462,stuckro01,Rodney Stuckey,CENTER,23,BROOKLYN_NETS,73,2499,15.6,0.479,0.071,0.324,3.1,11.1,6.8,24.7,2.2,0.4,11.4,26.4,1.4,1.3,2.7,0.052,0.2,-1.0,-0.8,0.7,2010,2009,1,0,0,1805040.0
2463,stuckro01,Rodney Stuckey,POINT_GUARD,24,DALLAS_MAVERICKS,70,2183,18.4,0.544,0.109,0.461,3.7,8.6,6.0,27.5,1.9,0.4,13.5,24.5,4.4,0.6,5.0,0.111,2.3,-2.0,0.3,1.3,2011,2009,2,0,0,2767126.0
2464,stuckro01,Rodney Stuckey,POINT_GUARD,25,GOLDEN_STATE_WARRIORS,55,1644,17.6,0.55,0.174,0.536,2.7,7.8,5.2,22.7,1.4,0.5,12.6,23.7,3.8,0.7,4.5,0.131,2.2,-2.4,-0.2,0.8,2012,2009,3,0,0,8500000.0
2465,stuckro01,Rodney Stuckey,POWER_FORWARD,26,LOS_ANGELES_CLIPPERS,76,2171,13.0,0.505,0.243,0.364,2.2,9.1,5.6,20.3,1.2,0.6,13.4,21.0,1.7,0.8,2.5,0.055,-0.5,-2.0,-2.5,-0.3,2013,2009,4,0,0,8500000.0
2466,stuckro01,Rodney Stuckey,POWER_FORWARD,27,MILWAUKEE_BUCKS,73,1950,14.0,0.516,0.103,0.342,2.1,7.7,4.7,12.7,1.4,0.4,11.3,24.3,1.8,0.4,2.2,0.053,-1.2,-2.9,-4.1,-1.0,2014,2009,5,0,0,8500000.0
2467,stuckro01,Rodney Stuckey,SHOOTING_GUARD,28,NEW_YORK_KNICKS,71,1874,15.4,0.528,0.187,0.286,2.1,12.4,7.3,20.2,1.5,0.4,12.2,23.4,1.9,2.2,4.0,0.103,0.2,-0.3,-0.1,0.9,2015,2009,6,0,0,1227985.0
2468,stuckro01,Rodney Stuckey,SHOOTING_GUARD,29,PHILADELPHIA_76ERS,58,1275,12.6,0.504,0.187,0.357,1.6,11.7,6.7,17.2,1.7,0.5,12.9,20.3,0.5,1.5,2.0,0.077,-2.1,-0.3,-2.5,-0.2,2016,2009,7,0,0,6500000.0
2469,stuckro01,Rodney Stuckey,SMALL_FORWARD,30,SACRAMENTO_KINGS,39,696,9.5,0.483,0.246,0.439,1.0,12.4,6.8,17.7,1.2,0.0,15.4,22.2,-0.5,0.4,-0.1,-0.006,-3.8,-2.2,-6.0,-0.7,2017,2009,8,0,0,7000000.0
2470,summeda01,DaJuan Summers,CENTER,22,BROOKLYN_NETS,44,405,7.5,0.457,0.323,0.292,3.9,9.9,6.7,6.3,1.1,1.5,9.8,18.5,-0.1,0.1,0.0,0.002,-3.3,-2.5,-5.8,-0.4,2010,2009,1,0,0,457588.0
2471,summeda01,DaJuan Summers,POINT_GUARD,23,DALLAS_MAVERICKS,22,199,4.4,0.476,0.304,0.29,1.2,6.4,3.7,1.6,0.8,0.4,14.3,21.3,-0.3,0.0,-0.3,-0.083,-5.5,-5.0,-10.5,-0.4,2011,2009,2,0,0,762195.0
2472,summeda01,DaJuan Summers,POINT_GUARD,24,GOLDEN_STATE_WARRIORS,15,209,9.0,0.493,0.246,0.138,4.6,8.4,6.6,8.1,1.8,0.0,10.4,17.4,0.1,0.1,0.2,0.049,-1.8,-1.7,-3.4,-0.1,2012,2009,3,0,0,303137.0
2474,tayloje02,Jermaine Taylor,CENTER,23,BROOKLYN_NETS,31,303,11.4,0.46,0.185,0.387,7.7,9.8,8.7,8.4,1.7,0.7,12.0,23.1,-0.1,0.2,0.1,0.015,-3.5,-1.9,-5.5,-0.3,2010,2009,1,0,0,725000.0
2475,tayloje02,Jermaine Taylor,POINT_GUARD,24,DALLAS_MAVERICKS,8,77,13.3,0.563,0.156,0.188,1.5,11.8,6.6,4.4,1.3,1.8,14.8,23.3,0.0,0.1,0.0,0.027,-3.9,-2.5,-6.5,-0.1,2011,2009,2,0,0,780871.0
2476,tayloje02,Jermaine Taylor,POINT_GUARD,24,DALLAS_MAVERICKS,26,406,12.0,0.53,0.244,0.134,6.8,8.1,7.4,12.4,1.5,0.5,18.7,22.8,-0.1,0.2,0.1,0.011,-1.5,-2.0,-3.5,-0.2,2011,2009,2,0,0,780871.0
2477,teaguje01,Jeff Teague,CENTER,21,BROOKLYN_NETS,71,719,11.0,0.459,0.141,0.216,0.8,10.2,5.4,25.1,2.5,1.2,16.7,19.1,-0.2,0.8,0.6,0.042,-3.5,-0.7,-4.2,-0.4,2010,2009,1,0,0,1373880.0
2478,teaguje01,Jeff Teague,POINT_GUARD,22,DALLAS_MAVERICKS,70,963,14.6,0.521,0.158,0.319,1.4,11.3,6.4,23.3,2.5,2.0,15.6,20.3,0.4,1.2,1.7,0.083,-2.0,0.2,-1.8,0.1,2011,2009,2,0,0,1476840.0
2479,teaguje01,Jeff Teague,POINT_GUARD,23,GOLDEN_STATE_WARRIORS,66,2183,15.8,0.551,0.222,0.275,1.1,7.4,4.3,24.3,2.6,1.3,15.1,19.1,3.0,3.0,6.0,0.131,0.7,0.4,1.2,1.7,2012,2009,3,0,0,1579920.0
2480,teaguje01,Jeff Teague,POWER_FORWARD,24,LOS_ANGELES_CLIPPERS,80,2628,16.8,0.543,0.255,0.232,1.1,6.7,3.9,36.1,2.3,0.8,17.6,23.0,3.5,2.6,6.1,0.111,0.8,-1.5,-0.7,0.8,2013,2009,4,0,0,2433077.0
2481,teaguje01,Jeff Teague,POWER_FORWARD,25,MILWAUKEE_BUCKS,79,2542,17.1,0.541,0.216,0.362,1.6,7.9,4.7,35.1,1.8,0.5,16.1,25.7,3.3,1.9,5.2,0.098,0.9,-2.0,-1.1,0.6,2014,2009,5,0,0,8000000.0
2482,teaguje01,Jeff Teague,SHOOTING_GUARD,26,NEW_YORK_KNICKS,73,2228,20.6,0.566,0.233,0.36,1.6,7.7,4.7,37.9,2.9,1.2,16.6,25.3,5.0,2.8,7.7,0.166,2.5,-0.7,1.8,2.1,2015,2009,6,Jeff Teague,1,8000000.0
2483,teaguje01,Jeff Teague,SHOOTING_GUARD,27,PHILADELPHIA_76ERS,79,2255,17.9,0.551,0.278,0.316,1.6,8.6,5.2,34.4,2.1,0.8,16.2,26.6,2.8,3.0,5.9,0.125,1.2,-0.9,0.3,1.3,2016,2009,7,0,0,8000000.0
2484,teaguje01,Jeff Teague,SMALL_FORWARD,28,SACRAMENTO_KINGS,82,2657,19.2,0.574,0.277,0.457,1.4,12.4,7.0,36.4,1.9,1.1,16.5,22.1,5.7,2.4,8.1,0.146,2.4,-0.5,1.9,2.6,2017,2009,8,0,0,8800000.0
2485,teaguje01,Jeff Teague,SMALL_FORWARD,29,WASHINGTON_WIZARDS,70,2311,16.4,0.553,0.287,0.301,1.2,9.3,5.2,30.6,2.2,0.9,16.4,20.6,3.4,1.4,4.9,0.101,1.5,-1.3,0.2,1.3,2018,2009,9,0,0,19000000.0
2486,telfase01,Sebastian Telfair,CENTER,24,CHARLOTTE_BOBCATS,39,582,9.8,0.47,0.283,0.187,1.0,7.2,4.1,30.3,2.0,0.6,19.7,17.4,-0.1,0.3,0.2,0.015,-3.1,-2.6,-5.7,-0.5,2010,2009,1,0,0,2500000.0
2487,telfase01,Sebastian Telfair,CENTER,24,CHARLOTTE_BOBCATS,4,77,14.0,0.518,0.257,0.171,0.0,5.9,3.1,27.1,1.4,0.0,13.7,26.4,0.0,0.1,0.1,0.065,-1.4,-4.1,-5.4,-0.1,2010,2009,1,0,0,2500000.0
2488,telfase01,Sebastian Telfair,POINT_GUARD,25,DALLAS_MAVERICKS,37,711,10.5,0.497,0.324,0.249,2.6,5.9,4.2,24.2,1.7,0.3,19.3,19.9,0.0,0.2,0.1,0.008,-1.6,-2.9,-4.5,-0.4,2011,2009,2,0,0,2700000.0
2489,telfase01,Sebastian Telfair,POINT_GUARD,26,GOLDEN_STATE_WARRIORS,60,895,13.2,0.495,0.307,0.196,2.5,8.9,5.7,24.5,2.4,1.0,15.5,22.3,0.4,0.7,1.1,0.058,0.0,-0.6,-0.5,0.3,2012,2009,3,0,0,1500000.0
2490,telfase01,Sebastian Telfair,POWER_FORWARD,27,LOS_ANGELES_CLIPPERS,46,795,10.9,0.505,0.457,0.231,1.7,8.2,4.9,21.9,1.8,0.9,16.3,18.2,0.3,0.4,0.7,0.042,-1.0,-1.9,-2.9,-0.2,2013,2009,4,0,0,1567500.0
2491,telfase01,Sebastian Telfair,POWER_FORWARD,27,LOS_ANGELES_CLIPPERS,13,185,10.7,0.416,0.597,0.194,0.6,9.8,5.1,32.5,2.6,0.4,14.1,19.6,0.0,0.1,0.1,0.029,-1.0,-2.3,-3.3,-0.1,2013,2009,4,0,0,1567500.0
2492,telfase01,Sebastian Telfair,SHOOTING_GUARD,29,NEW_YORK_KNICKS,16,327,11.4,0.479,0.48,0.272,0.7,9.0,4.9,20.8,1.5,0.0,11.4,20.8,0.2,0.2,0.4,0.063,-0.5,-2.9,-3.4,-0.1,2015,2009,6,0,0,915243.0
2496,templga01,Garrett Temple,POINT_GUARD,24,DALLAS_MAVERICKS,3,21,0.6,0.17,0.2,0.4,5.7,5.4,5.5,12.7,2.5,3.4,14.5,15.1,-0.1,0.0,-0.1,-0.135,-8.6,2.1,-6.6,0.0,2011,2009,2,0,0,98637.0
2497,templga01,Garrett Temple,POINT_GUARD,24,DALLAS_MAVERICKS,3,21,0.6,0.17,0.2,0.4,5.7,5.4,5.5,12.7,2.5,3.4,14.5,15.1,-0.1,0.0,-0.1,-0.135,-8.6,2.1,-6.6,0.0,2011,2009,2,0,0,71736.0
2498,templga01,Garrett Temple,POINT_GUARD,24,DALLAS_MAVERICKS,9,83,3.1,0.373,0.476,0.19,0.0,8.6,4.2,11.6,0.6,0.9,8.1,14.0,-0.1,0.1,0.0,-0.019,-5.7,-1.2,-6.9,-0.1,2011,2009,2,0,0,98637.0
2499,templga01,Garrett Temple,POINT_GUARD,24,DALLAS_MAVERICKS,9,83,3.1,0.373,0.476,0.19,0.0,8.6,4.2,11.6,0.6,0.9,8.1,14.0,-0.1,0.1,0.0,-0.019,-5.7,-1.2,-6.9,-0.1,2011,2009,2,0,0,71736.0
2500,templga01,Garrett Temple,POINT_GUARD,24,DALLAS_MAVERICKS,12,126,6.4,0.406,0.619,0.262,0.0,14.5,7.2,30.2,3.8,2.6,29.9,24.9,-0.5,0.2,-0.3,-0.119,-5.9,1.0,-5.0,-0.1,2011,2009,2,0,0,98637.0
2501,templga01,Garrett Temple,POINT_GUARD,24,DALLAS_MAVERICKS,12,126,6.4,0.406,0.619,0.262,0.0,14.5,7.2,30.2,3.8,2.6,29.9,24.9,-0.5,0.2,-0.3,-0.119,-5.9,1.0,-5.0,-0.1,2011,2009,2,0,0,71736.0
2502,templga01,Garrett Temple,POWER_FORWARD,26,LOS_ANGELES_CLIPPERS,51,1156,8.8,0.478,0.31,0.143,2.8,9.1,5.9,15.5,2.3,1.2,18.2,13.2,-0.3,1.5,1.2,0.049,-2.9,1.7,-1.2,0.2,2013,2009,4,0,0,572943.0
2503,templga01,Garrett Temple,POWER_FORWARD,27,MILWAUKEE_BUCKS,75,638,7.8,0.431,0.206,0.305,3.8,8.7,6.2,15.8,2.8,1.4,20.8,14.3,-0.5,0.9,0.3,0.025,-4.6,1.0,-3.7,-0.3,2014,2009,5,0,0,916099.0
2504,templga01,Garrett Temple,SHOOTING_GUARD,28,NEW_YORK_KNICKS,52,735,10.9,0.534,0.518,0.282,3.8,9.9,6.9,11.0,2.9,1.0,15.1,13.9,0.4,1.1,1.5,0.1,-0.6,1.4,0.8,0.5,2015,2009,6,0,0,981084.0
2505,templga01,Garrett Temple,SHOOTING_GUARD,29,PHILADELPHIA_76ERS,80,1951,9.3,0.52,0.511,0.248,2.0,10.3,6.1,10.0,1.7,0.7,10.3,14.0,1.0,1.7,2.7,0.066,-1.0,0.1,-1.0,0.5,2016,2009,7,0,0,1100602.0
2506,templga01,Garrett Temple,SMALL_FORWARD,30,SACRAMENTO_KINGS,65,1728,11.2,0.545,0.509,0.171,2.2,10.1,6.2,14.4,2.5,1.5,14.4,14.2,0.9,1.3,2.2,0.061,-0.3,0.6,0.3,1.0,2017,2009,8,0,0,8000000.0
2507,templga01,Garrett Temple,SMALL_FORWARD,31,WASHINGTON_WIZARDS,65,1615,10.2,0.536,0.477,0.164,1.5,9.6,5.4,11.3,1.8,1.6,13.4,16.4,0.3,0.9,1.2,0.035,-1.3,-0.6,-1.8,0.1,2018,2009,9,0,0,8000000.0
2508,terryja01,Jason Terry,CENTER,32,CHARLOTTE_BOBCATS,77,2540,16.5,0.552,0.358,0.257,0.9,5.4,3.2,18.8,1.9,0.5,8.6,23.0,4.4,2.1,6.5,0.123,2.5,-1.7,0.8,1.8,2010,2009,1,0,0,9862500.0
2509,terryja01,Jason Terry,POINT_GUARD,33,DALLAS_MAVERICKS,82,2564,15.9,0.545,0.322,0.196,1.1,5.7,3.5,22.2,1.9,0.4,12.4,24.7,2.8,2.5,5.3,0.1,1.5,-0.9,0.6,1.7,2011,2009,2,0,0,10650000.0
2510,terryja01,Jason Terry,POINT_GUARD,34,GOLDEN_STATE_WARRIORS,63,2000,15.7,0.54,0.44,0.134,0.9,7.4,4.2,19.9,1.9,0.4,12.6,23.3,2.0,1.8,3.8,0.092,2.0,-1.1,0.9,1.5,2012,2009,3,0,0,11158000.0
2511,terryja01,Jason Terry,POWER_FORWARD,35,LOS_ANGELES_CLIPPERS,79,2124,12.8,0.566,0.511,0.202,1.1,7.6,4.4,14.9,1.6,0.4,12.6,18.0,2.1,1.9,4.0,0.091,0.7,-1.3,-0.6,0.7,2013,2009,4,0,0,5000000.0
2512,terryja01,Jason Terry,POWER_FORWARD,36,MILWAUKEE_BUCKS,35,570,7.4,0.501,0.678,0.099,0.8,6.9,3.9,15.3,1.2,0.0,14.5,15.3,0.0,0.2,0.2,0.016,-1.4,-2.8,-4.2,-0.3,2014,2009,5,0,0,5625313.0
2513,terryja01,Jason Terry,SHOOTING_GUARD,37,NEW_YORK_KNICKS,77,1641,11.4,0.579,0.724,0.108,1.0,7.1,4.1,13.8,2.0,0.9,13.7,14.3,2.0,1.5,3.6,0.104,0.3,-0.7,-0.4,0.7,2015,2009,6,0,0,5850313.0
2514,terryja01,Jason Terry,SHOOTING_GUARD,38,PHILADELPHIA_76ERS,72,1258,10.2,0.54,0.694,0.088,1.2,5.7,3.5,12.4,1.8,0.6,11.1,15.0,1.1,0.4,1.5,0.057,-0.2,-2.6,-2.8,-0.3,2016,2009,7,0,0,1499187.0
2515,terryja01,Jason Terry,SMALL_FORWARD,39,SACRAMENTO_KINGS,74,1365,9.1,0.6,0.704,0.119,1.3,7.7,4.5,9.9,1.7,1.3,12.3,9.8,1.2,0.9,2.1,0.075,-0.5,-0.6,-1.1,0.3,2017,2009,8,0,0,1551659.0
2516,terryja01,Jason Terry,SMALL_FORWARD,40,WASHINGTON_WIZARDS,51,814,8.1,0.525,0.747,0.058,0.7,6.2,3.5,9.7,2.6,1.4,13.7,10.1,0.1,0.6,0.7,0.042,-1.6,-0.5,-2.1,0.0,2018,2009,9,0,0,1471382.0
2517,thabeha01,Hasheem Thabeet,CENTER,22,CHARLOTTE_BOBCATS,68,883,12.9,0.605,0.0,0.71,11.2,20.9,16.1,1.7,0.9,7.7,20.0,10.7,0.8,1.2,2.0,0.109,-2.8,2.4,-0.4,0.4,2010,2009,1,0,0,4458840.0
2518,thabeha01,Hasheem Thabeet,POINT_GUARD,23,DALLAS_MAVERICKS,45,369,4.9,0.487,0.0,0.897,7.7,16.7,12.1,1.4,1.3,3.3,23.8,8.7,-0.1,0.5,0.3,0.045,-5.1,1.2,-3.8,-0.2,2011,2009,2,0,0,4793280.0
2519,thabeha01,Hasheem Thabeet,POINT_GUARD,23,DALLAS_MAVERICKS,2,4,-13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,11.0,0.0,0.0,0.0,-0.179,-14.3,7.0,-7.3,0.0,2011,2009,2,0,0,4793280.0
2520,thabeha01,Hasheem Thabeet,POINT_GUARD,24,GOLDEN_STATE_WARRIORS,5,23,16.4,1.0,0.0,0.0,5.0,30.6,17.7,0.0,0.0,6.5,0.0,5.9,0.1,0.0,0.1,0.228,-2.0,-1.0,-3.0,0.0,2012,2009,3,0,0,5127720.0
2521,thabeha01,Hasheem Thabeet,POINT_GUARD,24,GOLDEN_STATE_WARRIORS,15,116,11.6,0.541,0.0,1.111,14.8,20.5,17.6,0.0,0.5,5.3,23.0,13.7,0.1,0.1,0.2,0.077,-5.7,-2.3,-8.0,-0.2,2012,2009,3,0,0,5127720.0
2522,thabeha01,Hasheem Thabeet,POWER_FORWARD,25,LOS_ANGELES_CLIPPERS,66,770,11.6,0.619,0.0,0.5,11.1,17.5,14.5,2.0,2.0,5.9,24.1,10.1,0.7,1.5,2.2,0.134,-2.1,3.0,0.8,0.5,2013,2009,4,0,0,1200000.0
2523,thabeha01,Hasheem Thabeet,POWER_FORWARD,26,MILWAUKEE_BUCKS,23,192,2.6,0.536,0.0,0.217,5.6,17.4,11.7,0.7,1.0,3.8,35.7,9.0,-0.2,0.3,0.0,0.012,-6.8,1.0,-5.8,-0.2,2014,2009,5,0,0,1200000.0
2524,thomaet01,Etan Thomas,CENTER,31,CHARLOTTE_BOBCATS,23,321,6.9,0.483,0.0,0.324,6.6,16.0,11.4,0.5,0.6,3.7,18.8,13.4,-0.2,0.4,0.2,0.028,-6.5,-0.2,-6.7,-0.4,2010,2009,1,0,0,7350000.0
2525,thomaet01,Etan Thomas,POINT_GUARD,32,DALLAS_MAVERICKS,13,82,15.1,0.58,0.0,0.714,8.9,24.8,16.9,3.9,0.7,3.7,15.3,18.9,0.1,0.1,0.2,0.13,-4.3,-0.7,-5.1,-0.1,2011,2009,2,0,0,1223166.0
2526,thomake01,Kenny Thomas,CENTER,32,CHARLOTTE_BOBCATS,26,313,9.0,0.509,0.0,0.343,12.6,18.9,15.7,6.5,1.6,2.3,29.7,8.1,0.1,0.3,0.4,0.059,-3.2,2.1,-1.1,0.1,2010,2009,1,0,0,8775000.0
2527,thomaku01,Kurt Thomas,CENTER,37,CHARLOTTE_BOBCATS,70,1049,9.9,0.489,0.0,0.072,8.7,23.5,15.8,6.7,1.3,3.4,18.3,11.3,0.0,2.0,2.1,0.095,-4.6,3.8,-0.8,0.3,2010,2009,1,0,0,3800000.0
2528,thomaku01,Kurt Thomas,POINT_GUARD,38,DALLAS_MAVERICKS,52,1178,10.0,0.527,0.005,0.172,7.7,21.9,15.0,7.4,1.4,2.7,17.3,9.4,0.7,2.6,3.2,0.131,-2.9,4.0,1.1,0.9,2011,2009,2,0,0,1352181.0
2531,thomati01,Tim Thomas,CENTER,32,CHARLOTTE_BOBCATS,18,285,15.1,0.579,0.406,0.226,5.3,11.1,8.2,8.0,1.8,0.5,10.7,21.1,0.4,0.3,0.7,0.12,1.1,-1.5,-0.4,0.1,2010,2009,1,0,0,6466600.0
2532,thomati01,Tim Thomas,CENTER,32,CHARLOTTE_BOBCATS,18,285,15.1,0.579,0.406,0.226,5.3,11.1,8.2,8.0,1.8,0.5,10.7,21.1,0.4,0.3,0.7,0.12,1.1,-1.5,-0.4,0.1,2010,2009,1,0,0,1306455.0
2533,thomaty01,Tyrus Thomas,CENTER,23,CHARLOTTE_BOBCATS,29,678,16.5,0.523,0.005,0.439,7.0,22.8,15.0,7.8,3.0,5.4,17.5,19.6,-0.2,1.6,1.4,0.101,-3.6,4.6,0.9,0.5,2010,2009,1,0,0,4743598.0
