,combos,R2,R2_adj,RMSE
4030,"['team', 'three_point_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.237,0.231,1.242
25185,"['team', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'total_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
7644,"['positions', 'team', 'true_shooting_percentage', 'offensive_rebound_percentage', 'steal_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
4011,"['team', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.236,0.23,1.242
6369,"['positions', 'age', 'offensive_rebound_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.236,0.235,1.242
18461,"['age', 'team', 'three_point_attempt_rate', 'total_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.236,0.23,1.242
6360,"['positions', 'age', 'offensive_rebound_percentage', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.236,0.234,1.242
5047,"['positions', 'age', 'team', 'three_point_attempt_rate', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.236,0.229,1.242
18451,"['age', 'team', 'three_point_attempt_rate', 'total_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.237,0.231,1.242
25171,"['team', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'defensive_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
15515,"['positions', 'offensive_rebound_percentage', 'steal_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.235,0.234,1.242
6624,"['positions', 'age', 'assist_percentage', 'block_percentage', 'usage_percentage', 'exp', 'exp^2']",0.236,0.234,1.242
532,"['team', 'total_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.236,0.231,1.242
1016,"['positions', 'team', 'free_throw_attempt_rate', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.236,0.229,1.242
25290,"['team', 'free_throw_attempt_rate', 'defensive_rebound_percentage', 'total_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
4275,"['team', 'offensive_rebound_percentage', 'defensive_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
18696,"['age', 'team', 'offensive_rebound_percentage', 'defensive_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
18710,"['age', 'team', 'offensive_rebound_percentage', 'total_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
13782,"['positions', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'assist_percentage', 'allstar', 'exp', 'exp^2']",0.236,0.235,1.242
4289,"['team', 'offensive_rebound_percentage', 'total_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
25977,"['team', 'offensive_rebound_percentage', 'total_rebound_percentage', 'block_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
25966,"['team', 'offensive_rebound_percentage', 'total_rebound_percentage', 'steal_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
5855,"['positions', 'age', 'true_shooting_percentage', 'free_throw_attempt_rate', 'total_rebound_percentage', 'exp', 'exp^2']",0.236,0.234,1.242
1032,"['positions', 'team', 'offensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.236,0.23,1.242
15439,"['positions', 'offensive_rebound_percentage', 'assist_percentage', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.236,0.234,1.242
968,"['positions', 'team', 'true_shooting_percentage', 'offensive_rebound_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
444,"['team', 'true_shooting_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.242
439,"['team', 'true_shooting_percentage', 'offensive_rebound_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
5016,"['positions', 'age', 'team', 'true_shooting_percentage', 'offensive_rebound_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
8189,"['positions', 'team', 'defensive_rebound_percentage', 'total_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.237,0.23,1.242
4040,"['team', 'three_point_attempt_rate', 'total_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.236,0.231,1.242
999,"['positions', 'team', 'three_point_attempt_rate', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.236,0.229,1.242
522,"['team', 'total_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.237,0.231,1.242
2992,"['age', 'team', 'true_shooting_percentage', 'offensive_rebound_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
2997,"['age', 'team', 'true_shooting_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.242
18270,"['age', 'team', 'true_shooting_percentage', 'offensive_rebound_percentage', 'steal_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
18325,"['age', 'team', 'true_shooting_percentage', 'steal_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.242
25850,"['team', 'offensive_rebound_percentage', 'defensive_rebound_percentage', 'total_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
25886,"['team', 'offensive_rebound_percentage', 'defensive_rebound_percentage', 'block_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
3904,"['team', 'true_shooting_percentage', 'steal_percentage', 'block_percentage', 'exp', 'exp^2']",0.237,0.231,1.242
12942,"['positions', 'true_shooting_percentage', 'free_throw_attempt_rate', 'total_rebound_percentage', 'block_percentage', 'exp', 'exp^2']",0.236,0.234,1.242
12941,"['positions', 'true_shooting_percentage', 'free_throw_attempt_rate', 'total_rebound_percentage', 'steal_percentage', 'exp', 'exp^2']",0.236,0.234,1.242
26432,"['team', 'defensive_rebound_percentage', 'total_rebound_percentage', 'block_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.235,0.23,1.242
3849,"['team', 'true_shooting_percentage', 'offensive_rebound_percentage', 'steal_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
7942,"['positions', 'team', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.236,0.23,1.242
26421,"['team', 'defensive_rebound_percentage', 'total_rebound_percentage', 'steal_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
5080,"['positions', 'age', 'team', 'offensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.236,0.23,1.242
24363,"['team', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.236,0.23,1.242
12819,"['positions', 'true_shooting_percentage', 'three_point_attempt_rate', 'assist_percentage', 'block_percentage', 'exp', 'exp^2']",0.236,0.234,1.242
14615,"['positions', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.236,0.235,1.242
3085,"['age', 'team', 'total_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.236,0.231,1.242
18432,"['age', 'team', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.236,0.23,1.242
7790,"['positions', 'team', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.236,0.23,1.242
1807,"['positions', 'true_shooting_percentage', 'free_throw_attempt_rate', 'total_rebound_percentage', 'exp', 'exp^2']",0.236,0.234,1.242
5064,"['positions', 'age', 'team', 'free_throw_attempt_rate', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.236,0.229,1.242
3075,"['age', 'team', 'total_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.237,0.231,1.242
25875,"['team', 'offensive_rebound_percentage', 'defensive_rebound_percentage', 'steal_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.236,0.23,1.242
6633,"['positions', 'age', 'assist_percentage', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.235,0.233,1.243
12832,"['positions', 'true_shooting_percentage', 'three_point_attempt_rate', 'steal_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.234,0.233,1.243
6230,"['positions', 'age', 'free_throw_attempt_rate', 'block_percentage', 'usage_percentage', 'exp', 'exp^2']",0.235,0.233,1.243
16610,"['positions', 'assist_percentage', 'steal_percentage', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.234,0.233,1.243
6013,"['positions', 'age', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'usage_percentage', 'exp', 'exp^2']",0.234,0.233,1.243
6080,"['positions', 'age', 'three_point_attempt_rate', 'assist_percentage', 'allstar', 'exp', 'exp^2']",0.235,0.234,1.243
972,"['positions', 'team', 'true_shooting_percentage', 'steal_percentage', 'exp', 'exp^2']",0.235,0.229,1.243
12778,"['positions', 'true_shooting_percentage', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.235,0.233,1.243
14037,"['positions', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'turnover_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.233,1.243
470,"['team', 'three_point_attempt_rate', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.229,1.243
487,"['team', 'free_throw_attempt_rate', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.229,1.243
5842,"['positions', 'age', 'true_shooting_percentage', 'three_point_attempt_rate', 'turnover_percentage', 'exp', 'exp^2']",0.235,0.234,1.243
13796,"['positions', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'block_percentage', 'usage_percentage', 'exp', 'exp^2']",0.235,0.233,1.243
12911,"['positions', 'true_shooting_percentage', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.235,0.233,1.243
13902,"['positions', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'assist_percentage', 'allstar', 'exp', 'exp^2']",0.235,0.234,1.243
6350,"['positions', 'age', 'offensive_rebound_percentage', 'block_percentage', 'usage_percentage', 'exp', 'exp^2']",0.235,0.233,1.243
15512,"['positions', 'offensive_rebound_percentage', 'steal_percentage', 'turnover_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.234,0.233,1.243
94,"['positions', 'team', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.229,1.243
3040,"['age', 'team', 'free_throw_attempt_rate', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.229,1.243
4394,"['team', 'defensive_rebound_percentage', 'total_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.235,0.23,1.243
370,"['age', 'team', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.234,0.229,1.243
78,"['positions', 'team', 'true_shooting_percentage', 'exp', 'exp^2']",0.235,0.229,1.243
18568,"['age', 'team', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.229,1.243
6471,"['positions', 'age', 'defensive_rebound_percentage', 'turnover_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.234,1.243
354,"['age', 'team', 'true_shooting_percentage', 'exp', 'exp^2']",0.235,0.229,1.243
12843,"['positions', 'true_shooting_percentage', 'three_point_attempt_rate', 'block_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.234,0.233,1.243
5839,"['positions', 'age', 'true_shooting_percentage', 'three_point_attempt_rate', 'assist_percentage', 'exp', 'exp^2']",0.235,0.233,1.243
443,"['team', 'true_shooting_percentage', 'steal_percentage', 'exp', 'exp^2']",0.235,0.229,1.243
12955,"['positions', 'true_shooting_percentage', 'free_throw_attempt_rate', 'assist_percentage', 'block_percentage', 'exp', 'exp^2']",0.234,0.233,1.243
12775,"['positions', 'true_shooting_percentage', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'assist_percentage', 'exp', 'exp^2']",0.235,0.233,1.243
2032,"['positions', 'three_point_attempt_rate', 'assist_percentage', 'allstar', 'exp', 'exp^2']",0.235,0.233,1.243
3023,"['age', 'team', 'three_point_attempt_rate', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.229,1.243
14879,"['positions', 'free_throw_attempt_rate', 'assist_percentage', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.235,0.233,1.243
12818,"['positions', 'true_shooting_percentage', 'three_point_attempt_rate', 'assist_percentage', 'steal_percentage', 'exp', 'exp^2']",0.235,0.233,1.243
3056,"['age', 'team', 'offensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.229,1.243
503,"['team', 'offensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.229,1.243
14190,"['positions', 'three_point_attempt_rate', 'assist_percentage', 'block_percentage', 'usage_percentage', 'exp', 'exp^2']",0.235,0.233,1.243
2321,"['positions', 'offensive_rebound_percentage', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.235,0.234,1.243
14188,"['positions', 'three_point_attempt_rate', 'assist_percentage', 'steal_percentage', 'allstar', 'exp', 'exp^2']",0.235,0.233,1.243
5020,"['positions', 'age', 'team', 'true_shooting_percentage', 'steal_percentage', 'exp', 'exp^2']",0.235,0.229,1.243
24815,"['team', 'three_point_attempt_rate', 'assist_percentage', 'block_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.235,0.229,1.243
14717,"['positions', 'free_throw_attempt_rate', 'defensive_rebound_percentage', 'turnover_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.234,1.243
31,"['team', 'true_shooting_percentage', 'exp', 'exp^2']",0.235,0.229,1.243
4147,"['team', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.229,1.243
646,"['positions', 'age', 'team', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.229,1.243
1791,"['positions', 'true_shooting_percentage', 'three_point_attempt_rate', 'assist_percentage', 'exp', 'exp^2']",0.234,0.233,1.243
630,"['positions', 'age', 'team', 'true_shooting_percentage', 'exp', 'exp^2']",0.235,0.229,1.243
1794,"['positions', 'true_shooting_percentage', 'three_point_attempt_rate', 'turnover_percentage', 'exp', 'exp^2']",0.234,0.233,1.243
3995,"['team', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.229,1.243
47,"['team', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.234,0.229,1.243
2423,"['positions', 'defensive_rebound_percentage', 'turnover_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.233,1.243
18815,"['age', 'team', 'defensive_rebound_percentage', 'total_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.235,0.229,1.243
2996,"['age', 'team', 'true_shooting_percentage', 'steal_percentage', 'exp', 'exp^2']",0.235,0.229,1.243
18416,"['age', 'team', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.235,0.229,1.243
2201,"['positions', 'free_throw_attempt_rate', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.233,0.232,1.244
15813,"['positions', 'defensive_rebound_percentage', 'total_rebound_percentage', 'block_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.233,0.231,1.244
15430,"['positions', 'offensive_rebound_percentage', 'assist_percentage', 'block_percentage', 'usage_percentage', 'exp', 'exp^2']",0.234,0.232,1.244
15428,"['positions', 'offensive_rebound_percentage', 'assist_percentage', 'steal_percentage', 'allstar', 'exp', 'exp^2']",0.233,0.232,1.244
14582,"['positions', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'assist_percentage', 'allstar', 'exp', 'exp^2']",0.234,0.232,1.244
13794,"['positions', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'steal_percentage', 'allstar', 'exp', 'exp^2']",0.233,0.232,1.244
305,"['positions', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.233,0.232,1.244
24371,"['team', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'defensive_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.234,0.228,1.244
13805,"['positions', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.234,0.233,1.244
838,"['positions', 'age', 'block_percentage', 'usage_percentage', 'exp', 'exp^2']",0.234,0.233,1.244
24635,"['team', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'steal_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.233,0.227,1.244
7814,"['positions', 'team', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.234,0.228,1.244
2585,"['positions', 'assist_percentage', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.234,0.233,1.244
24646,"['team', 'three_point_attempt_rate', 'defensive_rebound_percentage', 'block_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.233,0.227,1.244
1040,"['positions', 'team', 'defensive_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.233,0.227,1.244
6336,"['positions', 'age', 'offensive_rebound_percentage', 'assist_percentage', 'allstar', 'exp', 'exp^2']",0.233,0.232,1.244
6029,"['positions', 'age', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'usage_percentage', 'exp', 'exp^2']",0.233,0.231,1.244
14870,"['positions', 'free_throw_attempt_rate', 'assist_percentage', 'block_percentage', 'usage_percentage', 'exp', 'exp^2']",0.233,0.232,1.244
6103,"['positions', 'age', 'three_point_attempt_rate', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.233,0.231,1.244
14606,"['positions', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.233,0.231,1.244
14327,"['positions', 'three_point_attempt_rate', 'block_percentage', 'turnover_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.234,0.232,1.244
14272,"['positions', 'three_point_attempt_rate', 'steal_percentage', 'turnover_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.233,0.231,1.244
16331,"['positions', 'total_rebound_percentage', 'steal_percentage', 'turnover_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.234,0.232,1.244
6022,"['positions', 'age', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'allstar', 'exp', 'exp^2']",0.234,0.232,1.244
6071,"['positions', 'age', 'three_point_attempt_rate', 'assist_percentage', 'usage_percentage', 'exp', 'exp^2']",0.233,0.232,1.244
